epoch,train_loss,eval_loss,eval_prec1,eval_prec5
39,2.3754919746655996,1.266024506072998,70.80599998535156,90.12000000732422
40,2.375912798738513,1.2686823828887939,70.78400000488281,90.0400000024414
41,2.376535790916303,1.2688706875991822,70.72800000732421,90.17200003173828
42,2.375592904451046,1.257366237335205,70.99600002685547,90.24600000488282
43,2.3756978626148317,1.2656291785812377,70.56000002441407,90.12800003417969
44,2.373425036058379,1.2628260543823242,70.73400000732421,90.06200003173828
45,2.3760742108797333,1.2665689073181152,70.74400002685547,90.16000002685547
46,2.372379181256172,1.2617855347442628,70.40199999755859,90.09600000488281
47,2.373247066986693,1.2690310654067993,70.79000002441406,90.05200003417968
48,2.371995428842626,1.2792531323623657,70.54400001464843,90.04000000976562
49,2.3712472083363956,1.2652736157226563,70.7420000024414,90.05600000976563
50,2.368900471234348,1.2726426821517944,70.694,90.01600001220703
51,2.3675833399663357,1.2700869975280762,70.68599999511719,90.20800003173828
52,2.364601960059753,1.2742730333709718,70.62600001953125,90.0020000366211
53,2.3642164319887637,1.257951209754944,70.75200001953125,90.34000003662109
54,2.361197782356025,1.259716516647339,71.104,90.15400000976562
55,2.360849583073922,1.264568531036377,71.04199999267578,90.24000002929688
56,2.3575748150159765,1.2582385971069336,70.6140000024414,90.19200000488281
57,2.355314734241967,1.2525677061462401,70.88600003173828,90.32000003417969
58,2.3537487098655925,1.2573385172653198,70.98400003173828,90.24600002685547
59,2.3519896121277104,1.250039189376831,70.82200002197266,90.26200000976563
60,2.2245428543941688,1.151380270385742,73.43199999755859,91.54800000488281
61,2.186114452116043,1.1419024348831177,73.61599999267578,91.78400002685547
62,2.172474006611289,1.1370402973175049,73.78200002685547,91.84800000244141
63,2.1613774103103123,1.1327733373260498,73.886,91.87000002929688
64,2.15406330936688,1.1259067345428466,73.93000002685547,91.9240000024414
65,2.1493778670985852,1.1203106525039672,73.99400002929687,91.98000002685546
66,2.1437675002000227,1.1194200680541992,74.1000000024414,92.01400003173828
67,2.1401376303931863,1.1191901165771485,74.23,92.05000003173828
68,2.135079319415863,1.1186141314315796,74.31400003173827,91.98000002929687
69,2.131816661718759,1.1159884566497802,74.25199999511719,91.98400002929688
70,2.1279577763124187,1.1221102138137817,74.37600002685546,92.0220000024414
71,2.1263638561285747,1.117812088317871,74.23,91.98400000732421
72,2.123389077682049,1.1166955881500245,74.26800002929687,92.02400000732422
73,2.1205004073246956,1.1144608039093018,74.32800002441407,92.09400002929688
74,2.117791909201541,1.1086981325531007,74.40800000488281,92.09800000244141
75,2.116816010576634,1.1118059120559693,74.358,92.13800002685547
76,2.114863570794822,1.1061054346847534,74.31200002685547,92.148
77,2.11409641399597,1.1061809254074098,74.42000000488281,92.19600000244141
78,2.110890256845221,1.1097204526519775,74.47200002685547,92.19400002685546
79,2.1096377306520933,1.113054139404297,74.42000003173828,92.12200000244141
80,2.107976862559822,1.1129077562332153,74.50800003173828,92.12200002929687
81,2.1079175576950266,1.1019216813659667,74.422,92.1140000024414
82,2.1072839082734474,1.1001431620788573,74.36200002929688,92.16000000244141
83,2.1043440638537505,1.1034205386734008,74.51800000488281,92.138
84,2.103183929516917,1.096835008468628,74.6359999975586,92.2060000024414
85,2.1022444282310304,1.098220305671692,74.46200002929687,92.18000002685547
86,2.1010569206471805,1.1032066920852661,74.41200002685547,92.1000000024414
87,2.098602097164752,1.0967205667877198,74.56200000488282,92.20200000244141
88,2.097408586668437,1.0977683346939087,74.4979999975586,92.10600000488282
89,2.098725001263397,1.0960305136489867,74.50000000244141,92.27400002929687
90,2.0802533531036516,1.0915116487503052,74.56600000488281,92.3600000048828
91,2.073428987075142,1.0936882677459716,74.65200002929687,92.342
92,2.072074205180555,1.0964149209976197,74.6240000024414,92.34600000488281
93,2.0685264773034873,1.0827614353752135,74.72800002441406,92.3260000024414
94,2.069546495251918,1.0860314954948425,74.73400002685547,92.40400000488282
95,2.068354281622614,1.0920505226135253,74.74,92.38800002929688
96,2.066676766106103,1.0924472606277467,74.748,92.37
97,2.0664470711363245,1.0919217934417724,74.73800002685547,92.35600002685547
98,2.066752860888888,1.0849343878555298,74.78400002929688,92.36600002929687
99,2.0674880409183554,1.091662364654541,74.83200003173827,92.3580000024414
100,2.0646712816324917,1.0917854654312134,74.71600000732421,92.36000000244141
101,2.064949489983303,1.0858778293609619,74.7360000024414,92.37200002685547
102,2.0628027728964295,1.0919363925933838,74.7900000024414,92.3860000024414
103,2.06389163531127,1.0898761545181275,74.80800000488281,92.34800000244141
104,2.061956571024821,1.083804517402649,74.78000002929687,92.39200002685547
105,2.0639669559066,1.0800047806930542,74.8460000024414,92.394
106,2.0619745325620555,1.0825329803466797,74.80000002685547,92.37000002441407
107,2.0612846078042777,1.0875737413024902,74.8320000024414,92.30000002685547
108,2.0605329091594893,1.0886206914710999,74.82000002929688,92.364
109,2.062761241042158,1.085425406150818,74.77200003173829,92.34200002685547
110,2.0608793011744524,1.0834658681869507,74.84400000488282,92.374
111,2.0602463956169346,1.088495904045105,74.76800002929687,92.378
112,2.0605699270561697,1.0857008130264283,74.91000000244141,92.374
113,2.0608639166135747,1.0855608267593384,74.9480000024414,92.43800002685546
114,2.057748471717518,1.090590287475586,74.94000002685547,92.35600002685547
115,2.05853063957307,1.0867333638381957,74.85600002197266,92.33000000244141
116,2.06004793301652,1.0785280460929871,74.98800002441406,92.3560000024414
117,2.0592486647438104,1.0890018562698365,74.82800002685546,92.34200002441406
118,2.059832589373101,1.0860508395385742,74.82,92.366
119,2.0579384595486223,1.0854323561859132,74.90200000244141,92.40800002685548
120,2.0575275997834934,1.0881834347915649,74.868,92.356
121,2.056166654152879,1.089505429611206,74.91600000244141,92.41000002685547
122,2.0561769464082897,1.0783350575637818,74.92800002197265,92.42600000244141
123,2.0554418788231126,1.0909233339691162,74.8380000024414,92.35200002929687
124,2.056962705108714,1.0813255445480348,74.9600000024414,92.40200002441406
125,2.0540546895812377,1.0821581488037109,74.936,92.38400002929687
126,2.0549285819878502,1.0835025814437866,74.8700000024414,92.31800002685547
127,2.0554257031861023,1.0839618182373048,74.9180000024414,92.39800002685547
128,2.053638263770138,1.0888851531600952,74.8280000024414,92.40200000244141
129,2.0562254523692616,1.0816057205200196,74.80600002685547,92.384
130,2.05509461527855,1.0877611806488037,74.90800000488281,92.45000002685546
131,2.054421643275149,1.0894672451782226,74.91,92.36800002685547
132,2.0532217406168938,1.086825014038086,74.92800002685547,92.4240000024414
133,2.0553523170827734,1.085642960357666,74.90400002685547,92.3800000024414
134,2.055695839249322,1.0868137894821166,74.91000002685547,92.3999999975586
135,2.0550009271269354,1.0920601803207397,74.87400002685547,92.38000002441406
136,2.0547382342182967,1.0807096685409545,74.93600000488281,92.36400002685546
137,2.0549054843870382,1.0838419117927551,74.89200002929688,92.396
138,2.0544264660406593,1.0824721585083008,74.8340000024414,92.41400000244141
139,2.0540826073273135,1.080726225605011,74.84600002929687,92.37800002685547
140,2.054459202514684,1.0896679331207275,74.9000000024414,92.3940000024414
141,2.0547744998661286,1.0838852805900574,74.88000002685547,92.40600002441407
142,2.0537718007800128,1.0846555703353882,74.82000002929688,92.396
143,2.054627999271805,1.0897806268310546,74.85600002685547,92.34800000244141
144,2.0543168162546834,1.087430453529358,74.90200002929687,92.40800002441406
145,2.053710544927576,1.0842410473251343,74.9060000024414,92.42600002441407
146,2.054604211212312,1.0826985675430298,74.94600002685547,92.3560000024414
147,2.052929980090977,1.0890207800674438,74.9240000024414,92.366
148,2.054786962935922,1.0842583237457275,74.8680000024414,92.44600002685547
149,2.0545911189142267,1.091156833267212,74.8800000024414,92.37400002685547
150,2.0533086596960692,1.0885337955093384,74.88400002929687,92.362
151,2.0536414267407253,1.083372828388214,74.92200000244141,92.386
152,2.0538432040716197,1.0836200983810425,74.91400002685548,92.36600002685547
153,2.053263819102153,1.0797805215644836,74.98200002685547,92.38
154,2.053451000923567,1.0843621013641358,74.9660000024414,92.3700000024414
155,2.0535227604852784,1.0915282568359375,74.834,92.36400002685546
156,2.0544599455331207,1.0861305784797668,74.91600002685547,92.426
157,2.053238874334998,1.08150428440094,74.93800002441407,92.392
158,2.0541327419737403,1.0759432769012451,74.88600002929688,92.42000000244141
159,2.053823625056438,1.0854842476272584,74.85400002685547,92.36800002441406
160,2.055204166174054,1.0879731537628174,74.934,92.3640000024414
161,2.052799972719407,1.0805540963172913,74.83400002685546,92.37200000244141
162,2.0533017849919797,1.085445138168335,74.92200002685547,92.39800002685547
163,2.0542065862985694,1.0825709790802003,74.9180000024414,92.42400002685547
164,2.053201233558167,1.0793873650360108,74.92000002685546,92.39000002441406
165,2.0534769837012337,1.0893069998550415,74.9660000024414,92.414
166,2.0525641247208797,1.0831550951004028,74.86800002685547,92.35200002685546
167,2.0532047332303844,1.0870896160507202,74.91000002929688,92.36400002441407
168,2.0535660406154213,1.0773168064880372,74.90200002685548,92.37200002441406
169,2.0536066078260737,1.0862303033065797,74.83200002929688,92.372
170,2.0534749720906245,1.0845283379745483,74.87800002685547,92.42000002685546
171,2.05393098190074,1.0929311374282837,74.90800002441406,92.428
172,2.0538674463150515,1.086059418334961,74.89400002929688,92.39200002929688
173,2.053015030482061,1.0931145903015136,74.90200002929687,92.366
174,2.0545059421319967,1.0816834855270385,74.8500000024414,92.40800000244141
175,2.0544675697943515,1.0777428984451294,74.916,92.396
176,2.0525998377707086,1.0872289960098267,74.8560000024414,92.33800002685547
177,2.053423651127754,1.0822510582733154,74.87400002929688,92.36600002685547
178,2.0538263752072443,1.08414531955719,74.92400002929688,92.36800002441406
179,2.0530817723319488,1.0820978586196899,74.93800000244141,92.40400002685547
180,2.05291096571502,1.0939468395614624,74.93600002929688,92.38
181,2.0518729757364604,1.0931913778686524,74.928,92.378
182,2.053790028260321,1.0846353846359253,74.932,92.408
183,2.0540350481803773,1.0905231832122804,74.9420000024414,92.4360000024414
184,2.0540775900799884,1.082520690536499,74.89800000488282,92.3859999975586
